,orderId,status,Timestamp,distributorId,originalDistributorId,hubId,quantity,Amount,hubCode,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
35,1,status_b,13/09/22 11:56,8,8.0,2.0,2,1543.8,b,,,,,,,
36,1,status_b,13/09/22 12:01,3,3.0,1.0,5,341.9,a,,,,,,,
37,1,status_b,13/09/22 12:02,6,6.0,1.0,4,9082.8,a,,,,,,,
38,1,status_b,13/09/22 12:37,5,5.0,1.0,2,1030.33,a,,,,,,,
39,1,status_b,13/09/22 12:37,5,5.0,1.0,4,203.04,a,,,,,,,
40,1,status_b,13/09/22 12:42,5,5.0,1.0,8,214.23,a,,,,,,,
41,1,status_b,13/09/22 12:42,5,5.0,1.0,10,3121.44,a,,,,,,,
42,1,status_b,13/09/22 12:47,1,1.0,1.0,5,207.27,a,,,,,,,
43,1,status_b,13/09/22 12:51,4,4.0,1.0,1,121.3,a,,,,,,,
44,2,status_b,13/09/22 2:30,1,1.0,1.0,40,6538.0,a,,,,,,,
45,2,status_b,13/09/22 2:30,1,1.0,1.0,32,943.88,a,,,,,,,
46,2,status_b,13/09/22 2:30,1,1.0,1.0,5,1163.52,a,,,,,,,
47,2,status_b,13/09/22 2:30,1,1.0,1.0,3,1580.96,a,,,,,,,
48,2,status_b,13/09/22 2:33,1,1.0,1.0,3,629.4,a,,,,,,,
49,2,status_b,13/09/22 2:38,2,2.0,1.0,2,312.21,a,,,,,,,
50,2,status_b,13/09/22 2:43,3,3.0,1.0,4,137.62,a,,,,,,,
51,2,status_b,13/09/22 2:57,4,4.0,1.0,1,141.74,a,,,,,,,
52,2,status_b,13/09/22 3:15,5,5.0,1.0,1,1211.1,a,,,,,,,
53,2,status_b,13/09/22 3:35,6,6.0,1.0,3,180.71,a,,,,,,,
54,2,status_b,13/09/22 4:45,13,13.0,2.0,5,5489.64,b,,,,,,,
55,2,status_b,13/09/22 4:57,10,10.0,2.0,4,978.39,b,,,,,,,
56,2,status_b,13/09/22 5:20,1,1.0,1.0,6,633.5,a,,,,,,,
57,2,status_b,13/09/22 5:20,1,1.0,1.0,6,192.3,a,,,,,,,
58,2,status_b,13/09/22 5:22,1,1.0,1.0,1,1008.9,a,,,,,,,
59,2,status_b,13/09/22 6:07,15,15.0,1.0,6,4048.7,a,,,,,,,
60,2,status_b,13/09/22 6:47,5,5.0,1.0,13,1979.58,a,,,,,,,
61,2,status_b,13/09/22 7:25,1,1.0,1.0,4,1285.4,a,,,,,,,
62,2,status_b,13/09/22 7:25,1,1.0,1.0,18,3589.96,a,,,,,,,
63,2,status_b,13/09/22 7:25,1,1.0,1.0,3,190.58,a,,,,,,,
64,2,status_b,13/09/22 7:25,1,1.0,1.0,1,4801.8,a,,,,,,,
65,2,status_b,13/09/22 7:25,1,1.0,1.0,3,243.7,a,,,,,,,
66,2,status_b,13/09/22 7:25,1,1.0,1.0,3,291.9,a,,,,,,,
67,2,status_b,13/09/22 7:25,1,1.0,1.0,2,170.91,a,,,,,,,
68,2,status_b,13/09/22 7:28,1,1.0,1.0,6,5584.86,a,,,,,,,
69,2,status_b,13/09/22 7:28,1,1.0,1.0,60,3251.5,a,,,,,,,
70,2,status_b,13/09/22 7:28,1,1.0,1.0,3,2219.76,a,,,,,,,
71,2,status_b,13/09/22 7:28,1,1.0,1.0,2,1917.2,a,,,,,,,
72,2,status_b,13/09/22 8:11,4,4.0,1.0,1,829.8,a,,,,,,,
73,2,status_b,13/09/22 8:13,3,3.0,1.0,5,373.8,a,,,,,,,
74,2,status_b,13/09/22 8:29,6,6.0,1.0,35,153.84,a,,,,,,,
75,2,status_b,13/09/22 8:31,6,6.0,1.0,4,2967.36,a,,,,,,,
76,2,status_b,13/09/22 8:31,6,6.0,1.0,2,3233.52,a,,,,,,,
77,2,status_b,13/09/22 8:35,2,2.0,1.0,1,436.88,a,,,,,,,
78,2,status_b,13/09/22 9:23,10,10.0,2.0,3,764.7,b,,,,,,,
79,2,status_b,13/09/22 9:29,1,1.0,1.0,1,834.45,a,,,,,,,
80,2,status_b,13/09/22 9:29,1,1.0,1.0,1,233.46,a,,,,,,,
81,2,status_b,13/09/22 9:33,1,1.0,1.0,6,6803.6,a,,,,,,,
82,2,status_b,13/09/22 11:52,12,12.0,2.0,4,275.1,b,,,,,,,
83,2,status_b,13/09/22 12:33,10,10.0,2.0,17,3348.9,b,,,,,,,
84,2,status_b,13/09/22 12:37,5,5.0,1.0,10,889.95,a,,,,,,,
85,3,status_a,13/09/22 2:30,1,1.0,1.0,8,2712.42,a,,,,,,,
86,3,status_a,13/09/22 2:30,1,1.0,1.0,5,2678.2,a,,,,,,,
87,3,status_a,13/09/22 2:30,1,1.0,1.0,2,808.95,a,,,,,,,
88,3,status_a,13/09/22 2:30,1,1.0,1.0,3,1678.44,a,,,,,,,
89,3,status_a,13/09/22 2:33,1,1.0,1.0,1,127.86,a,,,,,,,
90,3,status_a,13/09/22 2:33,1,1.0,1.0,5,879.1,a,,,,,,,
91,3,status_a,13/09/22 3:38,6,6.0,1.0,1,667.35,a,,,,,,,
92,3,status_a,13/09/22 4:17,10,10.0,2.0,1,646.24,b,,,,,,,
93,3,status_a,13/09/22 4:19,8,8.0,2.0,10,2896.38,b,,,,,,,
94,3,status_a,13/09/22 4:23,11,11.0,2.0,5,192.75,b,,,,,,,
95,3,status_a,13/09/22 4:39,12,12.0,2.0,4,703.98,b,,,,,,,
96,3,status_a,13/09/22 4:39,12,12.0,2.0,2,277.2,b,,,,,,,
97,3,status_a,13/09/22 4:57,10,10.0,2.0,1,1589.1,b,,,,,,,
98,3,status_a,13/09/22 6:13,3,3.0,1.0,8,198.02,a,,,,,,,
99,3,status_a,13/09/22 6:41,7,7.0,1.0,5,1761.2,a,,,,,,,
100,3,status_a,13/09/22 6:47,5,5.0,1.0,1,293.34,a,,,,,,,
101,3,status_a,13/09/22 7:28,1,1.0,1.0,2,1179.48,a,,,,,,,
102,3,status_a,13/09/22 8:08,20,20.0,2.0,1,336.0,b,,,,,,,
103,3,status_a,13/09/22 8:11,4,4.0,1.0,5,6510.15,a,,,,,,,
104,3,status_a,13/09/22 8:18,5,5.0,1.0,4,2392.56,a,,,,,,,
105,3,status_a,13/09/22 8:25,5,5.0,1.0,4,791.62,a,,,,,,,
106,3,status_a,13/09/22 8:25,5,5.0,1.0,3,1003.56,a,,,,,,,
107,3,status_a,13/09/22 8:25,5,5.0,1.0,1,940.38,a,,,,,,,
108,3,status_a,13/09/22 9:29,1,1.0,1.0,2,2511.7,a,,,,,,,
109,3,status_a,13/09/22 9:29,1,1.0,1.0,2,5437.98,a,,,,,,,
110,3,status_a,13/09/22 9:29,1,1.0,1.0,1,419.6,a,,,,,,,
111,3,status_a,13/09/22 9:29,1,1.0,1.0,1,177.24,a,,,,,,,
112,3,status_a,13/09/22 9:33,1,1.0,1.0,1,360.48,a,,,,,,,
113,3,status_a,13/09/22 9:41,24,24.0,2.0,2,89.15,b,,,,,,,
114,3,status_a,13/09/22 10:01,18,18.0,1.0,7,1482.88,a,,,,,,,
115,3,status_a,13/09/22 12:02,6,6.0,1.0,1,513.36,a,,,,,,,
116,3,status_a,13/09/22 12:11,13,13.0,2.0,2,165.94,b,,,,,,,
117,3,status_a,13/09/22 12:11,13,13.0,2.0,2,1480.55,b,,,,,,,
118,3,status_a,13/09/22 12:33,10,10.0,2.0,1,274.41,b,,,,,,,
119,3,status_a,13/09/22 12:33,5,5.0,1.0,28,6921.76,a,,,,,,,
120,3,status_a,13/09/22 12:37,5,5.0,1.0,6,325.68,a,,,,,,,
121,3,status_a,13/09/22 12:39,5,5.0,1.0,3,427.76,a,,,,,,,
122,3,status_a,13/09/22 12:47,1,1.0,1.0,2,2663.04,a,,,,,,,
123,3,status_a,13/09/22 12:47,1,1.0,1.0,2,35.46,a,,,,,,,
124,3,status_a,13/09/22 12:51,6,6.0,1.0,2,1280.61,a,,,,,,,
125,3,status_a,13/09/22 12:51,4,4.0,1.0,1,1074.0,a,,,,,,,
126,4,status_a,13/09/22 2:30,1,1.0,1.0,6,2881.04,a,,,,,,,
127,4,status_a,13/09/22 2:30,1,1.0,1.0,17,4964.68,a,,,,,,,
128,4,status_a,13/09/22 2:30,1,1.0,1.0,10,2907.2,a,,,,,,,
129,4,status_a,13/09/22 2:30,1,1.0,1.0,14,10499.2,a,,,,,,,
130,4,status_a,13/09/22 2:30,1,1.0,1.0,7,1612.71,a,,,,,,,
131,4,status_a,13/09/22 2:38,2,2.0,1.0,6,3846.92,a,,,,,,,
132,4,status_a,13/09/22 2:43,3,3.0,1.0,2,172.02,a,,,,,,,
133,4,status_a,13/09/22 2:43,3,3.0,1.0,20,3999.76,a,,,,,,,
134,4,status_a,13/09/22 2:57,4,4.0,1.0,11,1400.79,a,,,,,,,
135,4,status_a,13/09/22 2:57,4,4.0,1.0,1,142.02,a,,,,,,,
136,4,status_a,13/09/22 3:35,6,6.0,1.0,6,5317.92,a,,,,,,,
137,4,status_a,13/09/22 3:35,6,6.0,1.0,1,22.29,a,,,,,,,
138,4,status_a,13/09/22 3:35,6,6.0,1.0,1,3541.36,a,,,,,,,
139,4,status_a,13/09/22 4:19,8,8.0,2.0,4,1603.47,b,,,,,,,
140,4,status_a,13/09/22 4:39,12,12.0,2.0,6,1466.6,b,,,,,,,
141,4,status_a,13/09/22 4:39,12,12.0,2.0,2,124.5,b,,,,,,,
142,4,status_a,13/09/22 4:57,10,10.0,2.0,6,1252.12,b,,,,,,,
143,4,status_a,13/09/22 5:20,1,1.0,1.0,1,301.14,a,,,,,,,
144,4,status_a,13/09/22 5:20,13,13.0,2.0,2,202.56,b,,,,,,,
145,4,status_a,13/09/22 5:20,13,13.0,2.0,1,211.25,b,,,,,,,
146,4,status_a,13/09/22 5:20,13,13.0,2.0,5,2442.03,b,,,,,,,
147,4,status_a,13/09/22 6:41,7,7.0,1.0,12,2253.1,a,,,,,,,
148,4,status_a,13/09/22 6:47,5,5.0,1.0,45,3129.84,a,,,,,,,
149,4,status_a,13/09/22 6:52,5,5.0,1.0,43,6483.56,a,,,,,,,
150,4,status_a,13/09/22 6:52,5,5.0,1.0,14,1675.16,a,,,,,,,
151,4,status_a,13/09/22 6:56,4,4.0,1.0,2,719.8,a,,,,,,,
152,4,status_a,13/09/22 7:25,1,1.0,1.0,2,63.54,a,,,,,,,
153,4,status_a,13/09/22 7:25,1,1.0,1.0,2,251.16,a,,,,,,,
154,4,status_a,13/09/22 7:28,1,1.0,1.0,8,494.67,a,,,,,,,
155,4,status_a,13/09/22 7:28,1,1.0,1.0,6,922.44,a,,,,,,,
156,4,status_a,13/09/22 7:28,1,1.0,1.0,2,2139.36,a,,,,,,,
157,4,status_a,13/09/22 8:05,13,13.0,2.0,1,1302.4,b,,,,,,,
158,4,status_a,13/09/22 8:08,20,20.0,2.0,6,2966.67,b,,,,,,,
159,4,status_a,13/09/22 8:25,5,5.0,1.0,12,646.24,a,,,,,,,
160,4,status_a,13/09/22 8:29,6,6.0,1.0,2,630.17,a,,,,,,,
161,4,status_a,13/09/22 8:40,12,12.0,2.0,5,714.85,b,,,,,,,
162,4,status_a,13/09/22 9:29,1,1.0,1.0,4,2570.7,a,,,,,,,
163,4,status_a,13/09/22 9:29,1,1.0,1.0,1,180.88,a,,,,,,,
164,4,status_a,13/09/22 9:29,1,1.0,1.0,1,1261.68,a,,,,,,,
165,4,status_a,13/09/22 9:33,1,1.0,1.0,1,376.56,a,,,,,,,
166,4,status_a,13/09/22 11:47,4,4.0,1.0,3,1996.8,a,,,,,,,
167,4,status_a,13/09/22 11:51,6,6.0,1.0,6,2320.2,a,,,,,,,
168,4,status_a,13/09/22 12:01,3,3.0,1.0,3,472.68,a,,,,,,,
169,4,status_a,13/09/22 12:11,13,13.0,2.0,6,441.24,b,,,,,,,
170,4,status_a,13/09/22 12:22,9,9.0,2.0,1,277.6,b,,,,,,,
171,4,status_a,13/09/22 12:33,10,10.0,2.0,6,704.76,b,,,,,,,
172,4,status_a,13/09/22 12:37,5,5.0,1.0,3,1779.03,a,,,,,,,
173,4,status_a,13/09/22 12:42,5,5.0,1.0,6,1895.7,a,,,,,,,
174,4,status_a,13/09/22 12:42,5,5.0,1.0,6,1621.2,a,,,,,,,
175,4,status_a,13/09/22 12:47,1,1.0,1.0,1,205.38,a,,,,,,,
176,4,status_a,13/09/22 12:47,1,1.0,1.0,1,525.05,a,,,,,,,
177,4,status_a,13/09/22 12:51,4,4.0,1.0,30,1454.24,a,,,,,,,
178,4,status_a,13/09/22 12:56,2,2.0,1.0,6,1115.52,a,,,,,,,
179,5,status_b,13/09/22 2:30,1,1.0,1.0,3,1850.87,a,,,,,,,
180,5,status_b,13/09/22 2:30,1,1.0,1.0,1,9513.69,a,,,,,,,
181,5,status_b,13/09/22 2:30,1,1.0,1.0,17,1083.75,a,,,,,,,
182,5,status_b,13/09/22 2:30,1,1.0,1.0,3,3858.2,a,,,,,,,
183,5,status_b,13/09/22 2:38,2,2.0,1.0,4,322.2,a,,,,,,,
184,5,status_b,13/09/22 2:38,2,2.0,1.0,4,1607.2,a,,,,,,,
185,5,status_b,13/09/22 2:43,3,3.0,1.0,5,327.04,a,,,,,,,
186,5,status_b,13/09/22 2:57,4,4.0,1.0,1,3891.92,a,,,,,,,
187,5,status_b,13/09/22 2:57,4,4.0,1.0,1,2199.18,a,,,,,,,
188,5,status_b,13/09/22 3:35,6,6.0,1.0,3,485.6,a,,,,,,,
189,5,status_b,13/09/22 4:03,8,8.0,2.0,10,1436.05,b,,,,,,,
190,5,status_b,13/09/22 4:19,8,8.0,2.0,1,1098.3,b,,,,,,,
191,5,status_b,13/09/22 5:20,1,1.0,1.0,2,317.8,a,,,,,,,
192,5,status_b,13/09/22 5:20,1,1.0,1.0,4,412.41,a,,,,,,,
193,5,status_b,13/09/22 5:22,1,1.0,1.0,6,1490.82,a,,,,,,,
194,5,status_b,13/09/22 6:23,17,17.0,1.0,3,1168.92,a,,,,,,,
195,5,status_b,13/09/22 6:52,5,5.0,1.0,1,768.16,a,,,,,,,
196,5,status_b,13/09/22 7:12,6,6.0,1.0,1,654.72,a,,,,,,,
197,5,status_b,13/09/22 7:25,1,1.0,1.0,3,1985.4,a,,,,,,,
198,5,status_b,13/09/22 7:25,1,1.0,1.0,1,644.75,a,,,,,,,
199,5,status_b,13/09/22 7:28,1,1.0,1.0,2,1434.7,a,,,,,,,
200,5,status_b,13/09/22 7:28,1,1.0,1.0,1,230.32,a,,,,,,,
201,5,status_b,13/09/22 8:08,20,20.0,2.0,3,1527.2,b,,,,,,,
202,5,status_b,13/09/22 8:18,5,5.0,1.0,4,564.21,a,,,,,,,
203,5,status_b,13/09/22 8:31,6,6.0,1.0,1,47.43,a,,,,,,,
204,5,status_b,13/09/22 8:31,6,6.0,1.0,1,654.72,a,,,,,,,
205,5,status_b,13/09/22 8:40,12,12.0,2.0,3,147.45,b,,,,,,,
206,5,status_b,13/09/22 9:33,1,1.0,1.0,2,166.4,a,,,,,,,
207,5,status_b,13/09/22 11:03,7,7.0,1.0,1,300.2,a,,,,,,,
208,5,status_b,13/09/22 12:02,6,6.0,1.0,4,1696.1,a,,,,,,,
209,5,status_b,13/09/22 12:05,2,2.0,1.0,1,533.25,a,,,,,,,
210,5,status_b,13/09/22 12:33,5,5.0,1.0,4,1431.8,a,,,,,,,
211,5,status_b,13/09/22 12:47,1,1.0,1.0,6,492.1,a,,,,,,,
212,5,status_b,13/09/22 12:51,6,6.0,1.0,1,833.28,a,,,,,,,
213,5,status_b,13/09/22 12:54,6,6.0,1.0,1,1036.35,a,,,,,,,
214,6,status_b,13/09/22 2:30,1,1.0,1.0,1,203.15,a,,,,,,,
215,6,status_b,13/09/22 2:30,1,1.0,1.0,21,1330.34,a,,,,,,,
216,6,status_b,13/09/22 2:30,1,1.0,1.0,3,676.4,a,,,,,,,
217,6,status_b,13/09/22 2:30,1,1.0,1.0,1,237.6,a,,,,,,,
218,6,status_b,13/09/22 2:30,1,1.0,1.0,6,882.82,a,,,,,,,
219,6,status_b,13/09/22 2:33,1,1.0,1.0,4,536.12,a,,,,,,,
220,6,status_b,13/09/22 2:33,1,1.0,1.0,1,614.48,a,,,,,,,
221,6,status_b,13/09/22 3:15,5,5.0,1.0,1,1274.22,a,,,,,,,
222,6,status_b,13/09/22 3:35,6,6.0,1.0,5,564.03,a,,,,,,,
223,6,status_b,13/09/22 3:35,6,6.0,1.0,3,217.86,a,,,,,,,
224,6,status_b,13/09/22 3:35,6,6.0,1.0,2,652.2,a,,,,,,,
225,6,status_b,13/09/22 4:01,7,7.0,1.0,1,294.69,a,,,,,,,
226,6,status_b,13/09/22 4:17,10,10.0,2.0,5,189.64,b,,,,,,,
227,6,status_b,13/09/22 4:17,10,10.0,2.0,6,2009.22,b,,,,,,,
228,6,status_b,13/09/22 4:39,12,12.0,2.0,4,408.66,b,,,,,,,
229,6,status_b,13/09/22 4:39,12,12.0,2.0,23,879.24,b,,,,,,,
230,6,status_b,13/09/22 4:57,10,10.0,2.0,3,980.04,b,,,,,,,
231,6,status_b,13/09/22 5:20,1,1.0,1.0,6,7568.8,a,,,,,,,
232,6,status_b,13/09/22 5:22,1,1.0,1.0,1,58.92,a,,,,,,,
233,6,status_b,13/09/22 6:31,18,18.0,1.0,70,16682.31,a,,,,,,,
234,6,status_b,13/09/22 7:25,1,1.0,1.0,12,939.64,a,,,,,,,
235,6,status_b,13/09/22 7:25,1,1.0,1.0,2,1131.84,a,,,,,,,
236,6,status_b,13/09/22 7:25,1,1.0,1.0,1,1695.42,a,,,,,,,
237,6,status_b,13/09/22 8:12,8,8.0,2.0,5,650.0,b,,,,,,,
238,6,status_b,13/09/22 8:25,5,5.0,1.0,2,7760.94,a,,,,,,,
239,6,status_b,13/09/22 8:25,5,5.0,1.0,4,1595.34,a,,,,,,,
240,6,status_b,13/09/22 8:35,2,2.0,1.0,29,243.86,a,,,,,,,
241,6,status_b,13/09/22 9:29,1,1.0,1.0,1,118.2,a,,,,,,,
242,6,status_b,13/09/22 9:33,1,1.0,1.0,5,1703.52,a,,,,,,,
243,6,status_b,13/09/22 9:33,1,1.0,1.0,12,2567.58,a,,,,,,,
244,6,status_b,13/09/22 9:33,1,1.0,1.0,1,450.9,a,,,,,,,
245,6,status_b,13/09/22 9:41,24,24.0,2.0,1,464.28,b,,,,,,,
246,6,status_b,13/09/22 11:47,4,4.0,1.0,25,910.36,a,,,,,,,
247,6,status_b,13/09/22 11:51,6,6.0,1.0,12,2885.15,a,,,,,,,
248,6,status_b,13/09/22 12:01,3,3.0,1.0,5,633.5,a,,,,,,,
249,6,status_b,13/09/22 12:11,13,13.0,2.0,1,479.12,b,,,,,,,
250,6,status_b,13/09/22 12:33,10,10.0,2.0,1,611.8,b,,,,,,,
251,6,status_b,13/09/22 12:33,5,5.0,1.0,3,89.48,a,,,,,,,
252,6,status_b,13/09/22 12:33,5,5.0,1.0,45,11747.8,a,,,,,,,
253,6,status_b,13/09/22 12:33,5,5.0,1.0,1,2492.45,a,,,,,,,
254,6,status_b,13/09/22 12:37,5,5.0,1.0,1,1238.48,a,,,,,,,
255,6,status_b,13/09/22 12:42,5,5.0,1.0,12,3165.92,a,,,,,,,
256,6,status_b,13/09/22 12:47,1,1.0,1.0,1,80.28,a,,,,,,,
257,7,status_b,13/09/22 2:30,1,1.0,1.0,5,1695.19,a,,,,,,,
258,7,status_b,13/09/22 2:30,1,1.0,1.0,5,708.55,a,,,,,,,
259,7,status_b,13/09/22 2:30,1,1.0,1.0,4,3629.22,a,,,,,,,
260,7,status_b,13/09/22 2:30,1,1.0,1.0,2,2374.6,a,,,,,,,
261,7,status_b,13/09/22 2:30,1,1.0,1.0,6,6382.98,a,,,,,,,
262,7,status_b,13/09/22 2:33,1,1.0,1.0,1,147.76,a,,,,,,,
263,7,status_b,13/09/22 2:41,3,,1.0,2,188.16,a,,,,,,,
264,7,status_b,13/09/22 2:57,4,4.0,1.0,1,1909.4,a,,,,,,,
265,7,status_b,13/09/22 4:01,7,7.0,1.0,6,4099.62,a,,,,,,,
266,7,status_b,13/09/22 4:23,11,11.0,2.0,2,1109.52,b,,,,,,,
267,7,status_b,13/09/22 4:39,12,12.0,2.0,1,190.62,b,,,,,,,
268,7,status_b,13/09/22 4:39,12,12.0,2.0,1,66.36,b,,,,,,,
269,7,status_b,13/09/22 4:57,10,10.0,2.0,15,285.48,b,,,,,,,
270,7,status_b,13/09/22 4:57,10,10.0,2.0,5,103.96,b,,,,,,,
271,7,status_b,13/09/22 5:20,1,1.0,1.0,9,1115.48,a,,,,,,,
272,7,status_b,13/09/22 6:21,2,2.0,1.0,2,387.92,a,,,,,,,
273,7,status_b,13/09/22 6:21,2,2.0,1.0,6,1167.12,a,,,,,,,
274,7,status_b,13/09/22 6:41,7,7.0,1.0,1,539.63,a,,,,,,,
275,7,status_b,13/09/22 6:47,5,5.0,1.0,36,15888.06,a,,,,,,,
276,7,status_b,13/09/22 6:47,5,5.0,1.0,1,1341.5,a,,,,,,,
277,7,status_b,13/09/22 6:56,4,4.0,1.0,2,225.66,a,,,,,,,
278,7,status_b,13/09/22 7:12,6,6.0,1.0,2,326.56,a,,,,,,,
279,7,status_b,13/09/22 7:25,1,1.0,1.0,3,1950.2,a,,,,,,,
280,7,status_b,13/09/22 7:25,1,1.0,1.0,1,129.28,a,,,,,,,
281,7,status_b,13/09/22 7:25,1,1.0,1.0,1,13.38,a,,,,,,,
282,7,status_b,13/09/22 7:25,1,1.0,1.0,3,1495.98,a,,,,,,,
283,7,status_b,13/09/22 7:25,1,1.0,1.0,22,1093.55,a,,,,,,,
284,7,status_b,13/09/22 8:18,5,5.0,1.0,3,1075.72,a,,,,,,,
285,7,status_b,13/09/22 8:31,6,6.0,1.0,2,491.04,a,,,,,,,
286,7,status_b,13/09/22 8:35,2,2.0,1.0,4,425.76,a,,,,,,,
287,7,status_b,13/09/22 8:35,2,2.0,1.0,1,592.5,a,,,,,,,
288,7,status_b,13/09/22 9:23,10,10.0,2.0,5,1439.46,b,,,,,,,
289,7,status_b,13/09/22 9:29,1,1.0,1.0,12,7145.82,a,,,,,,,
290,7,status_b,13/09/22 9:29,1,1.0,1.0,1,713.8,a,,,,,,,
291,7,status_b,13/09/22 9:29,1,1.0,1.0,3,390.45,a,,,,,,,
292,7,status_b,13/09/22 9:29,1,1.0,1.0,1,125.95,a,,,,,,,
293,7,status_b,13/09/22 9:33,1,1.0,1.0,2,302.64,a,,,,,,,
294,7,status_b,13/09/22 11:51,6,6.0,1.0,2,1941.9,a,,,,,,,
295,7,status_b,13/09/22 12:01,3,3.0,1.0,5,179.98,a,,,,,,,
296,7,status_b,13/09/22 12:33,10,10.0,2.0,2,484.53,b,,,,,,,
297,7,status_b,13/09/22 12:33,10,10.0,2.0,20,4758.72,b,,,,,,,
298,7,status_b,13/09/22 12:33,5,5.0,1.0,10,10061.2,a,,,,,,,
299,7,status_b,13/09/22 12:33,5,5.0,1.0,10,1383.18,a,,,,,,,
300,7,status_b,13/09/22 12:37,5,5.0,1.0,2,2003.31,a,,,,,,,
301,7,status_b,13/09/22 12:37,5,5.0,1.0,1,250.92,a,,,,,,,
302,7,status_b,13/09/22 12:42,5,5.0,1.0,5,6477.28,a,,,,,,,
303,7,status_b,13/09/22 12:56,2,2.0,1.0,1,68.68,a,,,,,,,
304,8,status_b,13/09/22 2:30,1,1.0,1.0,14,7260.05,a,,,,,,,
305,8,status_b,13/09/22 2:30,1,1.0,1.0,7,11963.5,a,,,,,,,
306,8,status_b,13/09/22 2:30,1,1.0,1.0,4,6398.73,a,,,,,,,
307,8,status_b,13/09/22 2:30,1,1.0,1.0,2,253.8,a,,,,,,,
308,8,status_b,13/09/22 2:30,1,1.0,1.0,13,21992.1,a,,,,,,,
309,8,status_b,13/09/22 2:38,2,2.0,1.0,1,635.85,a,,,,,,,
310,8,status_b,13/09/22 2:57,4,4.0,1.0,1,660.96,a,,,,,,,
311,8,status_b,13/09/22 3:15,5,5.0,1.0,3,3375.99,a,,,,,,,
312,8,status_b,13/09/22 3:35,6,6.0,1.0,26,28033.9,a,,,,,,,
313,8,status_b,13/09/22 3:35,6,6.0,1.0,3,1406.16,a,,,,,,,
314,8,status_b,13/09/22 3:35,6,6.0,1.0,1,550.97,a,,,,,,,
315,8,status_b,13/09/22 4:39,12,12.0,2.0,1,71.55,b,,,,,,,
316,8,status_b,13/09/22 4:39,12,12.0,2.0,24,660.28,b,,,,,,,
